product_name,product_price,Rate,Review,Summary,Sentiment
AutoPowerz Car Interior Ambient Star Lights Multicolor with Music Control Star Atmosphere Light Car Fancy Lights Multicolor Car Fancy LightsMulticolor,741,3,just okay,wires not good condition,negative
AutoPowerz Car Interior Ambient Star Lights Multicolor with Music Control Star Atmosphere Light Car Fancy Lights Multicolor Car Fancy LightsMulticolor,741,5,great product,good,positive
AutoPowerz Car Interior Ambient Star Lights Multicolor with Music Control Star Atmosphere Light Car Fancy Lights Multicolor Car Fancy LightsMulticolor,741,1,don't waste your money,totally waste,negative
AutoPowerz Car Interior Ambient Star Lights Multicolor with Music Control Star Atmosphere Light Car Fancy Lights Multicolor Car Fancy LightsMulticolor,741,5,classy product,its nice,positive
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,3,does the job,it fits for my grand i10 yellow light indicator is bright but white light is not so bright on day time white color is merely noticeable but at night its okay but not so bright like yellow hope the white light is more brighter,neutral
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,3,good,avarage,neutral
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,5,mind-blowing purchase,super product,positive
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,5,terrific,good light for car high brightness,positive
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,1,waste of money!,dont get fooled by 5 star reviews the brightness is very low practically invisible during daytime,positive
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,4,delightful,good,positive
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,1,worst experience ever!,one light no work,negative
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,5,must buy!,good qualitygreat product,positive
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,4,nice product,nice product but it should be little bigger,positive
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,1,utterly disappointed,very bad,negative
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,1,worst experience ever!,bad,negative
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,5,terrific,nice look,positive
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,5,fabulous!,nice product and regional able rate,positive
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,1,utterly disappointed,totally unworthy waste of money if u want a good day light go to nearyby shop compare 23 lights check the brightness level and buy dont buy these kinds of products in online also i attached image go and check for why i am telling like this in both images day light is on nly camera iso is adjusted one normal and one iso adjusted,positive
AutoPowerz White  Amber Flow LED Sequential Audi Style Daytime Running Lights Stickon Above Headlamp Car Fancy LightsWhite Yellow,459,5,highly recommended,nice product if you want white light connect red and black if you want orrange light connect yellow and black for triber car,positive
AutoPowerz Car Dash Strobe Flash Warning Light Police Car Styling Lamp Car Fancy LightsRed Blue,499,5,perfect product!,this is nice product,positive
AutoPowerz Car Dash Strobe Flash Warning Light Police Car Styling Lamp Car Fancy LightsRed Blue,499,5,brilliant,red light low but almost 90 good,positive
AutoPowerz Car Dash Strobe Flash Warning Light Police Car Styling Lamp Car Fancy LightsRed Blue,499,2,could be way better,not good brand,negative
AutoPowerz Car Dash Strobe Flash Warning Light Police Car Styling Lamp Car Fancy LightsRed Blue,499,5,mind-blowing purchase,amazing light,positive
AutoPowerz Car Dash Strobe Flash Warning Light Police Car Styling Lamp Car Fancy LightsRed Blue,499,5,awesome,nice performance,positive
AutoPowerz Car Dash Strobe Flash Warning Light Police Car Styling Lamp Car Fancy LightsRed Blue,499,5,great product,good,positive
AutoPowerz Car Dash Strobe Flash Warning Light Police Car Styling Lamp Car Fancy LightsRed Blue,499,5,highly recommended,very nice product,positive
AutoPowerz Car Dash Strobe Flash Warning Light Police Car Styling Lamp Car Fancy LightsRed Blue,499,1,useless product,wast off money,negative
AutoPowerz Car Dash Strobe Flash Warning Light Police Car Styling Lamp Car Fancy LightsRed Blue,499,5,wonderful,very good,positive
AutoPowerz Car Dash Strobe Flash Warning Light Police Car Styling Lamp Car Fancy LightsRed Blue,499,5,just wow!,value for money during sunny day the light not visible good but in morings evenings nights its osmm,positive
AutoPowerz Led Strip Trunk  Dicky  Boot  Tail Lights Streamer Brake Turn Signal Light Car Fancy LightsMulticolor,486,5,excellent,love it,positive
AutoPowerz Led Strip Trunk  Dicky  Boot  Tail Lights Streamer Brake Turn Signal Light Car Fancy LightsMulticolor,486,1,worthless,very bad onlye blue light is glowing,negative
AutoPowerz Led Strip Trunk  Dicky  Boot  Tail Lights Streamer Brake Turn Signal Light Car Fancy LightsMulticolor,486,3,decent product,good product,positive
AutoPowerz Led Strip Trunk  Dicky  Boot  Tail Lights Streamer Brake Turn Signal Light Car Fancy LightsMulticolor,486,4,very good,super,positive
AutoPowerz Led Strip Trunk  Dicky  Boot  Tail Lights Streamer Brake Turn Signal Light Car Fancy LightsMulticolor,486,1,terrible product,bad prodect,negative
AutoPowerz Led Strip Trunk  Dicky  Boot  Tail Lights Streamer Brake Turn Signal Light Car Fancy LightsMulticolor,486,1,worst experience ever!,worst productand then wiring is not good don buy guys,negative
AutoPowerz Led Strip Trunk  Dicky  Boot  Tail Lights Streamer Brake Turn Signal Light Car Fancy LightsMulticolor,486,1,useless product,unfortunately,negative
AutoPowerz Led Strip Trunk  Dicky  Boot  Tail Lights Streamer Brake Turn Signal Light Car Fancy LightsMulticolor,486,1,utterly disappointed,waste product,negative
AutoPowerz Led Strip Trunk  Dicky  Boot  Tail Lights Streamer Brake Turn Signal Light Car Fancy LightsMulticolor,486,1,worthless,worrest,negative
AutoPowerz Led Strip Trunk  Dicky  Boot  Tail Lights Streamer Brake Turn Signal Light Car Fancy LightsMulticolor,486,5,must buy!,nice,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,terrific,soft and smooth good product worth the price,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,4,wonderful,nice material quality is great,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,2,not good,it is not as thick as it is shown in the picture but the real problem is it is leaving water marks after 3 to 4 washes it self if you want is as use and throw definitely recommend but it is written washable so i have purchased it but i am regretting it for first 3 washes it was working perfectly but it has stopped working now i dont recommend this product to any one,negative
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,4,pretty good,fast delivery and superb microfiber product,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,brilliant,nice product,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,4,pretty good,soft material and size is perfect and week point is light thikness,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,classy product,good quality product i think price little bit high otherwise awesome stuff,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,mind-blowing purchase,superb quality,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,simply awesome,excellent productsuperb very superior quality,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,perfect product!,good product,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,fabulous!,good product value for your money,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,4,value-for-money,its normal and this is what i was expected,neutral
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,best in the market!,the cloth is excellent must buy,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,4,nice product,good quality of microfiber,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,terrific,okay,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,mind-blowing purchase,good quality,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,simply awesome,very good,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,highly recommended,very nice,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,4,really nice,good,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,must buy!,nice products,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,perfect product!,amazing product,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,5,mind-blowing purchase,nice quality smooth cloth,positive
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,2,bad quality,prices are highexpensive product,neutral
Auto Hub Microfiber Vehicle Washing  ClothPack Of 3 800 GSM,350,4,worth the money,good one,positive
